Unnamed: 0.1,Unnamed: 0,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames
1218,25989,153507587,THE GHOST SCARE.,1896-07-14,3,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,78,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153507587,https://nla.gov.au/nla.news-page18384629,"HOBART, MONDAY.— The ghost scare is still rampant, Last night a man named Mulligan is sald to have encountered the apparition in the shape of an overgrown",203.94586181640625,Empty,0,Empty,0,0,0,text/18960714-742-153507587.txt,Empty,Empty,
1219,26012,153521491,WHAT BECAME OF THE GHOST.,1896-12-23,7,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,1997,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153521491,https://nla.gov.au/nla.news-page18385307,Simmond was an execssive and unnecessary American That was the unsulnious verdict which his fellow-artists passed upon him when he made his first appearance in Paris.,171.1295166015625,Empty,0,Empty,0,0,0,text/18961223-742-153521491.txt,Empty,Empty,"American, Tarls, Venice, Srid, Northern, Lagoon, English, Ab, London, London, Italian, Venetian, Burano, Italian, Paris"
1220,26019,153529610,A GHOST IN WINDSOR CASTLE.,1897-05-01,7,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,812,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153529610,https://nla.gov.au/nla.news-page18385851,"A very remarkable story is published in the London Daily Mail to the effect that lientenant A. St. Leger Glyn, 8d Pattalion G enedier Guards, has been Queen [?]",171.6650848388672,Empty,0,Empty,1,0,0,text/18970501-742-153529610.txt,Empty,Empty,"Ihe, Innrr, Â, Orimean, Grenadiers, Ihe"
1221,26033,153540691,A BURGLAR FRIGHTENED BY A GHOST.,1894-05-23,3,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,484,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153540691,https://nla.gov.au/nla.news-page18388393,"""The Tramp"" reports:—A rather sensational occurrence took place at the house of Mr John Woodberry, jun., Whitefoord Hills, at 2 a.m. on Sunday last. Mrs Woodberry,",158.36207580566406,Empty,0,Empty,0,0,0,text/18940523-742-153540691.txt,Empty,Empty,Bmitb
1222,26049,153546514,A LONDON GHOST. STARTLING STORY OF AN UNCANNY APPARITION.,1894-05-05,7,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,441,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153546514,https://nla.gov.au/nla.news-page18388325,The good people of Brockley and Lewesham have been in a high state of excitement over a startling story of a ghost which has made its appearance in a lonely lane,130.03887939453125,Empty,0,Empty,0,0,0,text/18940505-742-153546514.txt,Empty,Empty,"Londoni, Btrong"
1223,26061,153551167,HE DOCTORS GHOST STORY.,1893-12-23,3,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,282,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153551167,https://nla.gov.au/nla.news-page18387795,I was told a story the other morning at the hospital by in old French doctor. The actual facts are few and simple; all that is known can be read in the Paris Police records,185.7325897216797,Empty,0,Empty,0,0,0,text/18931223-742-153551167.txt,Empty,Empty,"Frenoh, Bimple, Faria"
1224,26064,153551292,THE DUEL A GHOST STORY.,1893-12-23,11,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,945,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153551292,https://nla.gov.au/nla.news-page18387803,"That's the evil of Practical joking; You never know where it may end, But may find that your fun has been choking",170.6173858642578,Empty,0,Empty,0,0,0,text/18931223-742-153551292.txt,Empty,Empty,"Yonr, Invest, White, Tbeir, Full, Shonld, Cain, Launccaton"
1225,26067,153553247,"STRANGE APPARITION AND DISCOVERY. HOBART, SEPTEMBER 11.",1893-09-12,2,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,307,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153553247,https://nla.gov.au/nla.news-page18387372,"During the time the premises now used as a soup restaurant opposite the General Hospital were occupied by the hospital nurses, some strange stories were told from",11.52356243133545,Empty,0,Empty,0,0,0,text/18930912-742-153553247.txt,Empty,Empty,
1226,26095,153761918,MADAME'S GHOST,1900-12-19,13,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,2129,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article153761918,https://nla.gov.au/nla.news-page18374827,"It was a [?] old bouse, built, in the time of the first Bonsparte. A French lady, tradition said the was a connection of Napolecn's of a vevy dear",224.7008209228516,Empty,3,2019-07-24T04:27:06Z,0,0,0,text/19001219-742-153761918.txt,Empty,Empty,"MADAME, French, Napoleon, German, California, Canada, Jack, German"
1227,26105,154097931,MARGARET HAMPTON. AN EXCITING GHOST STORY.,1897-12-22,4,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,2494,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154097931,https://nla.gov.au/nla.news-page18369357,"At the close of a [?] day I drew [?] tired home before the door of the Black Bear. Having seen [?] well cared for, I [?] the coffee-room. and [?]",158.0395050048828,Empty,0,Empty,0,0,0,text/18971222-742-154097931.txt,Empty,Empty,"Maine, Ijtfore, Hunehiny, Slarp, Curl Jansen, Knew"
1228,26106,154097999,[?] INTO COURT BY A GHOST,1897-12-22,8,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,339,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154097999,https://nla.gov.au/nla.news-page18369361,[?],171.56454467773438,Empty,0,Empty,0,0,0,text/18971222-742-154097999.txt,Empty,Empty,"jinOUGH, India, Koine"
1229,26148,154831337,A GHOST STORY!,1857-10-29,5,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,797,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154831337,https://nla.gov.au/nla.news-page18215703,"Much stir has been caused amongst the peaceful inhabitants of Hargreaves street and its vicinity by the appearance of a mysterious being, after the witching hour of night, whose appearance, rapid movements,",203.94586181640625,Empty,0,Empty,0,0,0,text/18571029-809-154831337.txt,Empty,Empty,"Bite, Indian, Belial, French, French"
1230,26161,154836258,ROBERT HUNTER'S GHOST. (CONCLUDED.),1859-05-07,3,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,3889,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154836258,https://nla.gov.au/nla.news-page18219406,"Now shall we go on mystitying the reader, or solve the secret ? It may be better to solve it for space is growing limited as it was solved that night to Mary Anne and Richard Thornyeroft. The",186.52566528320312,Empty,0,Empty,0,0,0,text/18590507-809-154836258.txt,Empty,Empty,"London, Loudon, Coastdown, Jourt, Ihe, Hunter, Hunter, Richard, Jplpoint, French, Ude, London, Hunter, London, Hunter, Jutpoiut, London, London, Australia, Ihe, Kast, Ihe, Jut, Australia, London"
1231,26169,154838666,ROBERT HUNTER'S GHOST.,1859-05-04,3,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,3908,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154838666,https://nla.gov.au/nla.news-page18219382,"It wm a gusty night la spring. Two young indies were seated over the fire in a small lilting room of a commodious mansion, listening to the wind as it boomed round tho solitary house and",203.0592193603516,Empty,0,Empty,0,0,0,text/18590504-809-154838666.txt,Empty,Empty,"Ihinkiug, Isaac, Uuntci, Sarah, Mb, Bailor, Isaac, Caiu, Captain Copp, Ian"
1232,26179,154841082,THE SPIRITUALISTS.,1860-05-16,6,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,2680,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154841082,https://nla.gov.au/nla.news-page18200968,"It is a remarkable phenomenon that, at times of great intellectual activity, when men's minds are seething and fermenting under the influence of great events, there is a certain proneness on",4.261081695556641,Empty,5,2017-05-11T04:47:41Z,0,0,0,text/18600516-809-154841082.txt,Empty,Empty,"Spiritualism, America, Brobdignagian, Coleridge, American, American, England, Shakspere, Scotch, Cheshunt, Christianity, Nature, Mamre, Canaan, God, Herr"
1233,26186,154842430,THE PHILOSOPHY OF GHOSTS AND WITCHCRAFT.,1860-06-09,5,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,13413,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154842430,https://nla.gov.au/nla.news-page18201131,"Yesterday evening, Mr Michie delivered, at the Melbourne Mechanios' Institute, a lecture on the Philosophy of Ghoets and Witchcraft. It was the most interesting lecture that has been delivered",14.236040115356444,Empty,8,2023-05-12T03:38:12Z,4,0,0,text/18600609-809-154842430.txt,Empty,Empty,"Ghosts, Melbourne, Garrick Club, Echo, Super, England, Endor, Greece, Rome, Luther, Children, Physician, Notwithstanding, Theory, Impressions, Retina, Without, ^'and, Endor, Brutus, Asia, Brutus, Asia, Epicurus, m'otiton, Brutus, Plymouth, Greeks, Christianity, Church, Hamlet, ghostB, Shakspeare, Horatio, Shakspeare, Southwark, Hamlet, Cheapside, Stand, Bano, Ho, Norway, Hoiatio, Homo, Was, Extorted, Hamlet, eboBta, Liturgy, Latin, Appari, Spirits, Divina, De, Death, Paris, Death, Critic, Drelincourt, Death, Dutch, Heaven, Drelincourt, Court, London, Hamlet, Shakspeare, Bome, Furthermore, Scotland, Melbourne, Argus, England, Arc, English, Hertford, England, American, Massachusetts, Pennsylvania, Como, Norraine, London, George, Second, Opiuion, England, Yarmouth, Buperatiticn, St Kilda, Fleet, Scottish, George, Fourth, Creation, London, Smithfield, British, Bociety, Italy"
1234,26233,154855936,THE GHOST AT BOLTON ROYDE.,1858-01-15,3,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,995,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154855936,https://nla.gov.au/nla.news-page18216236,'There's no doubt the house is haunted: well I 'll go and live there truly; In the dreary nights of winter nothing cheers one like a ghost.,171.1553497314453,Empty,0,Empty,0,0,0,text/18580115-809-154855936.txt,Empty,Empty,"Apollo, York, White, London, Lorainc, Mocha, Chepe, Turkish, Walkinir, Franjjl, Made"
1235,26242,154858445,LORD LYTTLETON AND THIS GHOST.,1858-06-30,6,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,780,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154858445,https://nla.gov.au/nla.news-page18217297,"Some years ago I met an old gentlemen of Ewell, in Surrey, near which is Pitt's place, where his lordship died. He gave me the following account, which he had from a gentleman who was in the house at the",171.23712158203125,Empty,0,Empty,0,0,0,text/18580630-809-154858445.txt,Empty,Empty,"Bwell, Surrey, Queries, Carisbrook, Bevoral, Carisbrook, Lock"
1236,26266,154863906,AN HOUR WITH GHOSTS.,1856-07-03,3,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,973,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154863906,https://nla.gov.au/nla.news-page18212600,"On ""Wednesday evening Dr Embling delivered the third of the series of literary and scientific lectures at the United Presbyterian Chapel, in Napier street. The subject was one which, under ordinary circumstances,",14.615825653076172,Empty,0,Empty,0,0,0,text/18560703-809-154863906.txt,Empty,Empty,"Napier, British, Scotch, Irish, Chris"
1237,26309,154876101,SPIRIT RAPPING EXTRAORDINARY.,1858-08-21,3,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,1006,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154876101,https://nla.gov.au/nla.news-page18217644,"A respectables family residing in Nippet Lane, Stony Rock, Leeds, have been for the past six or eight weeks seriously disturbed in mind by the extraordinary noises heard from",7.49458122253418,Empty,0,Empty,0,0,0,text/18580821-809-154876101.txt,Empty,Empty,"Stony Rook, Stony Rock, Stony Rook, Stony Roelc"
1238,26310,154876122,FEAST OF HUNGRY GHOSTS.,1858-08-21,6,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,627,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154876122,https://nla.gov.au/nla.news-page18217643,"On Monday I was witness of the ceremonies observed by the Chinese during the celebration of a [?]ity—if a solemnity that be which is closely allied to farce—Known, unless I am mistaken, as the ""Feast of",3.6287684440612793,Empty,0,Empty,0,0,0,text/18580821-809-154876122.txt,Empty,Empty,"Chinese, Hungry, Indian, Chinese, Chinese, Chinannti, Mail"
1239,26394,154900097,GHOSTLY QUARTERS.,1861-10-29,6,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,4093,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154900097,https://nla.gov.au/nla.news-page18204598,"The following story has always been a mystery to me. The more I have thought of it, the more unaccountable it has always appeared. It seems impossible to assign a cause for the",8.849327087402344,Empty,0,Empty,0,0,0,text/18611029-809-154900097.txt,Empty,Empty,"Again, Budden, Harri, Lisbon, England"
1240,26425,154964329,"THE ""ROYAL"" GHOST. TO THE EDITOR OF THE AGE.",1863-08-17,5,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,196,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article154964329,https://nla.gov.au/nla.news-page18199334,"SIR,—I beg the favor of asking Mr Barry Sullivan a few questions through your journal, and the queries which I wish to put are these:—1. If Air Sullivan received a letter from a lawyer prohibiting",130.9595489501953,Empty,0,Empty,0,0,0,text/18630817-809-154964329.txt,Empty,Empty,
1241,26491,155020381,THE WAR SPIRIT IN EUROPE.,1864-03-21,6,809,"The Age (Melbourne, Vic. : 1854 - 1954)",Article,1684,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155020381,https://nla.gov.au/nla.news-page18273891,"ANTICIPATIONS OF WAR AT VIENNA.—The Vienna correspondent of the Times says:—""There is hardly a statesman or a diplomatist in Vienna who does not think there will be a war in the spring. The",1.4565659761428833,Empty,0,Empty,0,0,0,text/18640321-809-155020381.txt,Empty,Empty,"Italian, Hungary, Kossuth, Independence, German, European, Inde, Independence, Long, Bade Pesth, Croatia, Vionna, Austria, West, South, North, England, England, Franco, Italy, Venetian, Hungary, Poland, Austria, Prussia, German, Europe, Call, French, England, Europe, Britisli, Turkish, France, Paris"
1242,26588,155376174,"ORDINATION CHARGE. ""THE HOLY GHOST IN RELATION TO THE CHRISTIAN MINISTRY.""",1900-03-17,1,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,4756,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155376174,https://nla.gov.au/nla.news-page16402967,"DEAR BRETHREN,—We welcome you to the brotherhood of the Methodist Ministry. You could be invested with no trust more sacred, discharge no",116.0867919921875,Empty,0,Empty,0,0,0,text/19000317-647-155376174.txt,Empty,Empty,"Saul, Saul, Epistles, Bar, Christian, Christ Jesus, Saul, Christian, Gospel, Spirit, God, Gospel, Barnabas, Saul, Church, Spirit, Spirit, Spirit, Divine, Friend, Christ, Father, Spirit, Christian, Gilboa, Spirit, Father, Father, God, Him, Spirit, Pentecost, Calvary, Gospel, Saul, Christian, Christ, Bible, Divine, Christ, Christian, Christ"
1243,26592,155376779,THE BAPTISM OF THE HOLY GHOST: THE SUPREME EQUIPMENT FOR THE NEW CENTURY.,1900-05-26,3,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,1662,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155376779,https://nla.gov.au/nla.news-page16403093,"The Baptism of the Holy Spirit as an equipment for christian work is one of the great necessities of the church in every age, of, its existence. The Divine",106.00326538085938,Empty,0,Empty,0,0,0,text/19000526-647-155376779.txt,Empty,Empty,"Christian, Church, Christian, God, Church, Cbrist, Christ, Christ, God, Christian, Spirit, God, Christian, Christian, God, God, Church, Spirit, God, Spirit, God, Church, Christian, Christian, Ghost, God, God"
1244,26595,155376958,THE CAUSE AND CURE OF SPIRITUAL ABERRATION.,1900-08-18,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,901,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155376958,https://nla.gov.au/nla.news-page16403236,Mental aberration is a serious calamity. It unfits a man for worldly activities and human fellowship. Spiritual aberration is more serious. It unfits its,10.941784858703612,Empty,0,Empty,0,0,0,text/19000818-647-155376958.txt,Empty,Empty,"Church, Christian, Christian, Christian, Modern, Christian, Church, Christianity, Christ, God, Christ, Jesus, Western Christian"
1245,26610,155390964,THE GIFT OF THE HOLY GHOST.,1896-02-22,9,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,244,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155390964,https://nla.gov.au/nla.news-page16406854,"How may we obtain this wonderful gift ? lit is absolutely necessary that there be first [?]a complete conscription to God, since he will not come to a soul which is not wholly",159.07476806640625,Empty,0,Empty,0,0,0,text/18960222-647-155390964.txt,Empty,Empty,"God, Jesus, Him"
1246,26618,155391171,"THE SUNDAY SCHOOL. INTERNATIONAL LESSON. SUNDAY, JANUARY 10, 1897 THE HOLY SPIRIT GIVEN. ACTS II. 1-13.",1897-01-02,9,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,28,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155391171,https://nla.gov.au/nla.news-page16407404,"Golden Text. (Actsii.4).—""They were all filled with the Holy Ghost.""",36.20197296142578,Empty,0,Empty,0,0,0,text/18970102-647-155391171.txt,Empty,Empty,
1247,26619,155391199,MR. MOODY ON THE INFILLING OF THE SPIRIT.,1897-01-23,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,1415,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155391199,https://nla.gov.au/nla.news-page16407433,"In one of his recent meetings in America Mr. Moody said, ""I think the Church has made a woeful mistake. Very often they will look out for a man that has his pocket",9.248309135437012,Empty,0,Empty,0,0,0,text/18970123-647-155391199.txt,Empty,Empty,"America, God, God, San FranBcisco, God, Africa, God, California"
1248,26622,155391257,FILLED WITH THE SPIRIT.,1897-10-16,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,192,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155391257,https://nla.gov.au/nla.news-page16407915,"In the best men there is a tendency to do certain things they ought not, but the more they are filled with the Holy Spirit, the more it is true of them that they are kept",12.594050407409668,Empty,0,Empty,0,0,0,text/18971016-647-155391257.txt,Empty,Empty,London
1249,26635,155392455,THE HOLY GHOST.,1897-07-31,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,296,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155392455,https://nla.gov.au/nla.news-page16407781,What are we to expect that the Holy Spirit will do for us? I ask this question because I have noticed with anxiety men earnestly praying for the Baptism of the,202.64352416992188,Empty,0,Empty,0,0,0,text/18970731-647-155392455.txt,Empty,Empty,"Spirit, Jesus, Bouls"
1250,26647,155392854,THE COMING OF THE HOLY GHOST.,1897-09-04,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,767,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155392854,https://nla.gov.au/nla.news-page16407843,"""He shall lead you into all the truth."" Not merely into truth generally, into all the truth. The truth itself was once for all delivered to the saints, but it lay before",159.84535217285156,Empty,0,Empty,0,0,0,text/18970904-647-155392854.txt,Empty,Empty,"Himself, Christ, Divine, Holy, Divine, Rome, Christ, Gospel, Church"
1251,26648,155392916,AN EXPLODED SPIRITUAL TYRANNY.,1896-09-05,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,588,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155392916,https://nla.gov.au/nla.news-page16407193,"And then there is one other point which I may leave with you as I close. The Church developed for nearly 600 years a complicated system of abstract doctrine,",9.42478847503662,Empty,0,Empty,0,0,0,text/18960905-647-155392916.txt,Empty,Empty,"Church, Church, St., St. Peter, St., Christian, God, Him, Him, St. John, Popery, God, Jesus"
1252,26671,155394858,THE SPIRIT AGAINST THE FLESH.,1897-04-17,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,221,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155394858,https://nla.gov.au/nla.news-page16407589,"In the best men there is a tendency to do certain things they ought not, but the more they are filled with the Holy Spirit, the more it is true of them that they are kept",12.212346076965332,Empty,0,Empty,0,0,0,text/18970417-647-155394858.txt,Empty,Empty,London
1253,26672,155394913,A HOLY GHOST LIFE.,1896-05-30,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,1659,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155394913,https://nla.gov.au/nla.news-page16407023,"Samuel Morris was a Km boy, an African of the African, a pure negro, probably about twenty years old. He was a resident of Liberia, where he was",185.7325897216797,Empty,0,Empty,0,0,0,text/18960530-647-155394913.txt,Empty,Empty,"African, Liberia, Bishop, Him, Him, Africa, Him, Samuel, New York, New York, New York, Bethel, Africa, Jesus, African, Amerioa, Africa, Indiana, Harlem, Samuel, Grand Opera House, Africa, Him, Him, Elijah, Africa, Upland, Indiana, Washington"
1254,26696,155396575,A CIRCUIT HORSE SEES A GHOST.,1893-01-28,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,758,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155396575,https://nla.gov.au/nla.news-page16408727,"The Methodist Recorder has published a very interesting Christmas number, giving a large variety of racy incidents in the Methodist biography and",159.05809020996094,Empty,0,Empty,0,0,0,text/18930128-647-155396575.txt,Empty,Empty,"Towton, England, London, Wesleyan, British, Scotland"
1255,26735,155399620,"INTERNATIONAL LESSON. THE DESCENT OF THE SPIRIT. SUNDAY, JULY 10TH.—ACTS II. 1-12.",1892-07-02,8,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,786,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155399620,https://nla.gov.au/nla.news-page16408365,"GOLDEN TEXT (John xvi. 13).—""When He, the Spirit of truth is come, He will guide you into all truth.""THE TIME.",15.88480281829834,Empty,0,Empty,0,0,0,text/18920702-647-155399620.txt,Empty,Empty,"Tabernacles, Firstfruits, Weeks, Christ, Egypt, Whitsuntide, Christianity, Judaism, Acts, God, Spirit"
1256,26736,155399683,MR. STEAD'S GHOSTS.,1892-01-30,6,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,804,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155399683,https://nla.gov.au/nla.news-page16408099,The Christmas number of the Review of Reviews is sure to have an immense circulation. It contains many uncanny stories and descriptions of Ghosts of all,14.484858512878418,Empty,0,Empty,0,0,0,text/18920130-647-155399683.txt,Empty,Empty,
1257,26747,155400370,"""JOY IN THE HOLY GHOST.""",1893-05-27,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,289,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155400370,https://nla.gov.au/nla.news-page16408931,This is a Scriptural phrase. It is often on the lips of Christians. What is meant by it? It means that it is such a joy as only the Holy Ghost can impart.,171.5430450439453,Empty,0,Empty,0,0,0,text/18930527-647-155400370.txt,Empty,Empty,
1258,26865,155448687,"THE LOVE OF THE HOLY SPIRIT. A PAPER READ BY THE REV. H. WILES AT THE MINISTERS' MONTHLY MEETING, CENTENARY HALL, MONDAY, AUGUST 7TH.",1899-08-19,2,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,2185,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155448687,https://nla.gov.au/nla.news-page16477781,The love of God is an inexhaustible theme on which Christians delight to dwell. But when that love is set forth it is almost entirely confined to the love,10.519426345825195,Empty,0,Empty,0,0,0,text/18990819-647-155448687.txt,Empty,Empty,"Paper, Spirit, Father, Divine, Christ, Christ, Spirit, Christ, Spirit, Spirit, Mine, Spirit, God, Christ, Himself, Life, Spirit, Jesus, Him, Spirit, Jesus, God, Jesus, grieved^and, Spirit, God, Spirit, Spirit, St., God, Thou, Thou"
1259,26896,155450481,THE CENTURY FUND AS A SPIRITUAL POWER.,1899-05-20,5,647,"The Methodist (Sydney, NSW : 1892 - 1954)",Article,1096,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article155450481,https://nla.gov.au/nla.news-page16477622,"The Century Fund as a spiritual power. This is our text. A power it will be, and the Church will do well to ponder its spiritual potentialities. If we were",7.036023139953613,Empty,0,Empty,0,0,0,text/18990520-647-155450481.txt,Empty,Empty,"Church, God, God, Christian, Israel, Church"
1260,26935,156199834,LECTURE ON SPIRITUALISM. SORCERY AND NECROMANCY. THE DEVIL ITS FATHER.,1890-05-12,9,648,Mudgee Guardian and North-Western Representative (NSW : 1890 - 1954),Article,829,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article156199834,https://nla.gov.au/nla.news-page17286515,"The Rev. S. Gilby had an appreciative if not a very large audience on Thursday evening, in the Primitive Methodist church, to hear his lecture",8.043815612792969,Empty,4,2019-11-28T05:54:06Z,0,0,0,text/18900512-648-156199834.txt,Empty,Empty,"Lecture, Wesleyan, Holy Writ, Mudgee, Saul, Endore"
1261,26963,156271977,A LITHGOW GHOST.,1900-05-04,18,648,Mudgee Guardian and North-Western Representative (NSW : 1890 - 1954),Article,55,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article156271977,https://nla.gov.au/nla.news-page16239403,"The good people of smoke begrimed Lithgow are much exercised over the existence of a ghost, which is alleged to take walks",202.763916015625,Empty,0,Empty,0,0,0,text/19000504-648-156271977.txt,Empty,Empty,
1262,26978,156322551,SPIRITU[?] TEST SEANC[?] NEN,1894-12-04,4,657,The Scone Advocate (NSW : 1887 - 1954),Article,362,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article156322551,https://nla.gov.au/nla.news-page15424560,"SIR WILLIAM [?] land, and other [?] leading (says the [?] investigating Mrs [?]",10.910944938659668,Empty,0,Empty,0,0,0,text/18941204-657-156322551.txt,Empty,Empty,"Airs, Don, W"
1263,26983,156324203,SPOOKS DISCOVERED. CATCHING A GHOST.,1894-10-19,3,657,The Scone Advocate (NSW : 1887 - 1954),Article,422,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article156324203,https://nla.gov.au/nla.news-page15424518,"WE (Evening News, have just received information that a fatal discovery has gone far to dissipate the spook mania under which Sydney, or",171.2469482421875,Empty,0,Empty,0,0,0,text/18941019-657-156324203.txt,Empty,Empty,"Sydney, Sydney, Tlia"
1264,26986,156354942,GREAT CEAZERS GHOST.,1899-07-14,10,648,Mudgee Guardian and North-Western Representative (NSW : 1890 - 1954),Article,113,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article156354942,https://nla.gov.au/nla.news-page16289117,"Mr. Thompson, Gulgong, still on top, with best goods, at lowest prices, and for certain is the attraction cause the stream of customers",204.58135986328125,Empty,0,Empty,0,0,0,text/18990714-648-156354942.txt,Empty,Empty,Gulgong
1266,27012,156380342,CURIOUS TALES. THE GHOST THAT APPEARED TO MRS. WHARTOM.,1890-04-12,2 S,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",Article,3584,N,Empty,SUPPLEMENT TO THE NATIONAL ADVOCATE,Empty,https://nla.gov.au/nla.news-article156380342,https://nla.gov.au/nla.news-page16967848,"WHEN my mother was a girl, some rumors began to steal through the town where she lived, about something having",130.1212921142578,Empty,0,Empty,0,0,0,text/18900412-650-156380342.txt,Empty,Empty,"TALES, English, English, Middleton"
1267,27034,156604984,"THE GHOST OF AMY ROBSART HAUNTS A NEW MAN ON OLD ACRES. LONDON, TUESDAY.",1894-04-19,3,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",Article,71,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article156604984,https://nla.gov.au/nla.news-page16965450,"A gentleman who purchased Cumnor Place from the Earl of Abington, believing it to be the Cumnor Place which is celebrated for the murder of Amy",100.95846557617188,Empty,0,Empty,0,0,0,text/18940419-650-156604984.txt,Empty,Empty,"London, Abington"
