,line_num,og_line_num,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames
293,339,4513,108854987,USEFUL GHOSTS.,1883-08-18,4,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",Article,373,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108854987,https://nla.gov.au/nla.news-page10759123,"A TENNESSEE ghost comes to a house in Hamilton county; and rocks the baby to sleep every night. Now, then by all the dwellers in 'the nether gloom,' if tkere is a",33.69551467895508,Empty,0,Empty,0,0,0,text/18830818-350-108854987.txt,Empty,Empty,"Useful, Hamilton, Ins"
294,340,4514,108855169,THE SUMMER'S SIDING GHOST.,1883-10-13,3,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",Article,525,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108855169,https://nla.gov.au/nla.news-page10759154,"A CORRESPONDENT sends the following lines, and as the parties ar well known amongst the railway employees, we have no doubt they will be read with pleasure by many of",185.98336791992188,Empty,0,Empty,0,0,0,text/18831013-350-108855169.txt,Empty,Empty,"Which, Ho, Sydney, Dyspepsia, Sydney, Moss, Sydney"
295,341,4543,108858502,A VERY DRUNKEN GHOST.,1897-01-23,2 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,2131,Y,Empty,EVENING NEWS SUPPLEMENT,Empty,https://nla.gov.au/nla.news-article108858502,https://nla.gov.au/nla.news-page11908420,"I HAD not heard of or from my old friend Jim for more than a year, when, to my great surprise. I",185.9400634765625,Empty,0,Empty,0,0,0,text/18970123-508-108858502.txt,Empty,Empty,"Mm, Uiot, Chinaman, Jumped, Sydney"
296,342,4555,108862196,SEA GHOSTS.,1897-02-27,11,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,1003,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108862196,https://nla.gov.au/nla.news-page11908681,"APPARITIONS, in whatever form, are always a source of alarm, if not of actual",5.08952522277832,Empty,8,2019-10-27T09:49:37Z,0,0,0,text/18970227-508-108862196.txt,Empty,Empty,"WESTERN ISLES, IRELAND, NORTH, , NORWEGIAN, KENTISH, FAVERSHAM"
297,343,4558,108863951,FISHER'S GHOST. THE TRIAL. (CONTINUED.),1897-01-16,2 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,1800,N,Empty,EVENING NEWS SUPPLEMENT,Empty,https://nla.gov.au/nla.news-article108863951,https://nla.gov.au/nla.news-page11908368,"CROSS-EXAMINED, he said: I have seen Fisher write. His writing was better than that shown to me. The",172.3131866455078,Empty,1,2016-03-28T00:30:51Z,0,0,0,text/18970116-508-108863951.txt,Empty,Empty,"FISHER, CAMPBELLTOWN, FISHER, SYDNEY, CAMPBELLTOWN, FISHER, FISHER, FISHER, AUGUST, FISHER, FISHER, , FISHER, CAMPBELLTOWN, FISHER, CROWN, FISHER"
298,344,4564,108864598,FISHER'S GHOST. A LEGEND OF CAMPBELLTOWN. PART I.—THE FICTION.,1897-01-09,2 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,237,Y,Empty,EVENING NEWS SUPPLEMENT,Empty,https://nla.gov.au/nla.news-article108864598,https://nla.gov.au/nla.news-page11908315,"FISHER'S Ghost"" has just turned up again in London in his original form, and has",122.95486450195312,Empty,1,2016-03-28T01:07:28Z,0,0,0,text/18970109-508-108864598.txt,Empty,Empty,"FISHER, CAMPELLTOWN, , ENGLISH, AUSTRALIAN, SYDNEY, SYDNEY, HIGHLAND"
299,345,4584,108872441,THE YOUVEL MOUNTAIN GHOSTS.,1897-10-09,3 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,3017,Y,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article108872441,https://nla.gov.au/nla.news-page11910351,"[?]PAID a visit, the other day, to my old friend Jim, now a substantial and well",10.191511154174805,Empty,0,Empty,0,0,0,text/18971009-508-108872441.txt,Empty,Empty,"Frank, Jonas, Jonas, Se31, Tcny, .and, Jhorxor, Twihite"
300,346,4585,108872532,THE BERESFORD GHOST.,1897-11-27,2 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,1682,Y,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article108872532,https://nla.gov.au/nla.news-page11910717,"IN the month of October, 1693, Sir Tristram and Lady Beresford went on a visit to her sister",202.46221923828125,Empty,1,2015-10-11T08:12:43Z,0,0,0,text/18971127-508-108872532.txt,Empty,Empty,"GILL HALL, LORD, DUBLIN, DENY, COLERAINE, , .AND, RATH, DUBLIN, GONEAQUENCE, DEISM, GILL HALL, ST. PATRICK, DUBLIN, CORK, BRUSSELS"
301,347,4598,108878405,GHOST SHIPS.,1897-12-04,3 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,301,N,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article108878405,https://nla.gov.au/nla.news-page11910770,"To the Dutchmen we have to look for the original of phantom ship tales, which form about the most familiar of sea legends. The famous phantom ship that remains off the Cape as the harbinger of wreck",224.0181579589844,Empty,0,Empty,1,0,0,text/18971204-508-108878405.txt,Empty,Empty,"SHIPS, Dutchman"
302,348,4599,108879462,"HAMILTON SENSATION. ANOTHER GHOST STORY. ""THE WOMAN IN GREY.""",1897-11-05,5,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,136,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108879462,https://nla.gov.au/nla.news-page11910545,"NEWCASTLE, Friday.-The residents of certain portions of Hamilton have for some months past been in a state of excitement owing to the alleged ghostly visits of a ""woman in grey,""",130.2791290283203,Empty,0,Empty,0,0,0,text/18971105-508-108879462.txt,Empty,Empty,Greg
303,349,4605,108880749,SPOOKS DISCOVERED. CATCHING A GHOST. PSYCHIC VERSUS PHYSICAL FORCE.,1894-10-18,5,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,343,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108880749,https://nla.gov.au/nla.news-page11919683,"We have just received information that a fatal discovery has gone far to dissipate the spook mania under which Sydney, or a small section of",129.94662475585938,Empty,0,Empty,0,0,0,text/18941018-508-108880749.txt,Empty,Empty,Sydney
304,350,4618,108885621,GHOSTS AND HOBGOBLINS. TO THE EDITOR OF THE EVENING NEWS.,1894-10-26,7,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,663,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108885621,https://nla.gov.au/nla.news-page11919741,"Sir,-I was more than pleased when reading your leading article to-day on ""Spooks,"" and the manner you dealt with the parties that Mr. Alfred G, Edwards",14.72865867614746,Empty,0,Empty,0,0,0,text/18941026-508-108885621.txt,Empty,Empty,"Sydney, Sydney, Ireland, Cork, B, Iran, Cork, Te"
305,351,4620,108886250,"THRASHING A "" GHOST.""",1894-11-07,7,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,132,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108886250,https://nla.gov.au/nla.news-page11919823,"At West Stafford, a village near Dorchester (E.), considerable excite­ment had been caused by the rumors of ghosts waltzing nightly.",203.33653259277344,Empty,0,Empty,0,0,0,text/18941107-508-108886250.txt,Empty,Empty,"West Stafford, Dorchester"
306,352,4644,108981254,THE FAMILY GHOST. CHAP. I.,1872-07-20,5,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",Article,1438,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108981254,https://nla.gov.au/nla.news-page10115498,"""I perceive,"" said my antiquarian cousin, looking round upon us with a serio-comic glance of reproach, when he had concluded the recital of his Michaelmas visits, ""that",170.80906677246094,Empty,1,2017-02-06T05:54:21Z,0,0,0,text/18720720-383-108981254.txt,Empty,Empty,"IRETON, ST., SCOTCH, LARRGS, BRIDGET, BOHEA, , LEIBNITZ, ST. KILDA, L.R.C.S., VICTORIA"
307,353,4645,108981462,THE FAMILY GHOST.,1872-08-17,5,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",Article,1656,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108981462,https://nla.gov.au/nla.news-page10115535,"""Now a family ghost is, generally speaking, so selfish in his tastes, that no apartment in the house, but the best chamber forsooth, will serve his turn to monopolize; but the",202.2479858398437,Empty,0,Empty,0,0,0,text/18720817-383-108981462.txt,Empty,Empty,"Persians, Oldenfield Hall, Norwich, Boroondara, Oakleigh"
308,354,4656,108982617,PHANTOM-PHOTOGRAPHS.,1874-01-03,3,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",Article,275,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108982617,https://nla.gov.au/nla.news-page10115991,"A photographer, taking a photograph with a particular lens, detected in it not only the usual portrait of the sitter, but at a little distance a copy, a phantom, ghost, or",34.149906158447266,Empty,1,2020-08-04T08:38:44Z,0,0,0,text/18740103-383-108982617.txt,Empty,Empty,None
309,355,4657,108983018,THE FAMILY GHOST. (CONTINUED FROM 551),1872-10-12,5,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",Article,1770,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article108983018,https://nla.gov.au/nla.news-page10115620,"""In the midst of my cogitations, I perceived that the wick of my candle had attained, to a portentious length, and even assumed a spectral appearance; but",158.3338165283203,Empty,0,Empty,0,0,0,text/18721012-383-108983018.txt,Empty,Empty,"NOAH, MARTIN, .AND, MARTIN, ENGLISH, LAEGGS, NORTH, , BRETBUIL, HEREFORD, LISIEUX, ST, WALKELIN, OLIVET, FOSSEE"
310,356,4669,109085937,THE GHOST OF THE BLUE CHAMBER.,1891-04-22,4,397,The Kadina and Wallaroo Times (SA : 1888 - 1954),Article,1580,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109085937,https://nla.gov.au/nla.news-page10407811,"Uncle John told us a story. Uncle John said perhaps we were not aware of it, but there was a haunted room in that very house. He said that for years",158.2773895263672,Empty,0,Empty,0,0,0,text/18910422-397-109085937.txt,Empty,Empty,"GERMAN, , , GERMAN, GERMAN, SHALL, AUSTRALIAN WEEK"
311,357,4686,109098556,AN AMERICAN GHOST STORY.,1888-10-27,4,397,The Kadina and Wallaroo Times (SA : 1888 - 1954),Article,699,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109098556,https://nla.gov.au/nla.news-page10406769,"Mr B. F. Strong was in town the other day, says the St. Louis Globe Democrat, to see about filing a claim against the Hanmbal and St, Joe Railroad Company",185.09060668945312,Empty,0,Empty,0,0,0,text/18881027-397-109098556.txt,Empty,Empty,"St, Frank, Avon, Illinois, Strong, Strong"
312,358,4717,109452597,HAUNTED BY GHOSTS.,1896-03-13,3,402,Petersburg Times (SA : 1887 - 1919),Article,189,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109452597,https://nla.gov.au/nla.news-page10572014,"It is not generally known, in connection with Rudyard Kipling's early life, that to be haunted by a terrible apparition, which took the form of a grandmother's ghost, was",34.67792892456055,Empty,1,2020-07-26T10:35:20Z,0,0,0,text/18960313-402-109452597.txt,Empty,Empty,None
313,359,4724,109453059,SHORT STORY THE WRONG GHOST.,1896-05-08,3,402,Petersburg Times (SA : 1887 - 1919),Article,3147,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109453059,https://nla.gov.au/nla.news-page10572046,"Yes, honesty is the best policy—and that is the moral of my tale. One fatal day, about a month ago, I received a letter from Uncle James. I have—",171.72633361816406,Empty,7,2020-08-23T09:53:07Z,0,0,0,text/18960508-402-109453059.txt,Empty,Empty,"NEPHEW, CRAVEN, NORTON, PROVIDENCE, SKIPTON, , ARCHIPELAGO STREET, GREEK, GEORGIAN, MAHATMA, STUART, INDIAN, , BRITISH, VICTORIAN, WORDSWORTH, WHITE DOE, RYLSTONE, , BRIGHTON, , TUMBRIL, PSYCHE"
314,360,4740,109454405,THE GHOSTS OF CLOTHES.,1896-11-13,7,402,Petersburg Times (SA : 1887 - 1919),Article,474,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109454405,https://nla.gov.au/nla.news-page10572200,"Mr. J. N. Maskelyne, the conjurer, relates some of his experiences to a writer in the ""English Illustrated Magazine"":— ""Apart from mere objective illusion,"" he says, [?]",4.364592552185059,Empty,0,Empty,0,0,0,text/18961113-402-109454405.txt,Empty,Empty," SPIRITUALISTS, BALL, POND, K"
315,361,4754,109455470,GAME THROUGH GHOSTS.,1897-05-07,3,402,Petersburg Times (SA : 1887 - 1919),Article,191,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109455470,https://nla.gov.au/nla.news-page10572389,The most striking instance of a sudden reverse of fortune has just come under my notice. Mrs. W —was the daughter of humble,4.590331077575684,Empty,1,2021-04-10T11:29:11Z,0,0,0,text/18970507-402-109455470.txt,Empty,Empty,Westmoreland
316,362,4759,109455869,GRANNY'S GHOST.,1897-06-25,7,402,Petersburg Times (SA : 1887 - 1919),Article,2226,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109455869,https://nla.gov.au/nla.news-page10572450,"It was in Milltown, this haunted house of which I write, and, as is usual in such cases, the occupante were ill at ease. It was annoying, to say the least, to hear that ghostly rocking,",224.03668212890625,Empty,4,2021-05-17T10:36:33Z,0,0,0,text/18970625-402-109455869.txt,Empty,Empty,"GRANNY, Milltown, Newton, Cynthia, Newton, Harris, Bedad, Bride"
317,363,4806,109463306,THE STORY TELLER. SHORT STORY. THE MINISTER'S GHOST STORY.,1899-10-06,2,402,Petersburg Times (SA : 1887 - 1919),Article,2312,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109463306,https://nla.gov.au/nla.news-page10573397,"""Good-night, bairns! M'Ivor, see that they a' gang to bed at a reasonable hour, and dinna sit up late yessel'. The morn's the Past Day? mind, and ye've to",130.12127685546875,Empty,9,2022-05-16T11:33:41Z,0,0,0,text/18991006-402-109463306.txt,Empty,Empty,", ROMISH, BARNSTRAE, PSALMS, RACHEL, BARNSTRAE, EDINBURGH, FRENCH, IAN, IAN, IAN, IAN"
318,364,4818,109491532,GHOSTS ON THE OCEAN.,1888-05-04,3,402,Petersburg Times (SA : 1887 - 1919),Article,3174,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109491532,https://nla.gov.au/nla.news-page10570144,"IN the twenty years of my seafaring life I had two experiences with haunted ships. The term may provoke a smile, but if there are haunted houses why shouldn't there he",5.906425476074219,Empty,4,2015-11-23T04:32:22Z,0,0,0,text/18880504-402-109491532.txt,Empty,Empty,"ENGLISH, LIVERPOOL, BOSTON, CAPTAIN, CAPTAIN, BOSTON, ENGLAND JACK, MID-OCEAN, NEW, ENGLISH, , CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN, CAPTAIN,  SUN"
319,365,4838,109493011,VARIETIES. A HAUNTED GALLERY. IT IS VISITED BY THE GHOST OF A SCREAMING QUEEN.,1889-02-15,2,402,Petersburg Times (SA : 1887 - 1919),Article,250,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109493011,https://nla.gov.au/nla.news-page10570309,"Here is the mysterious haunted gallery connecting the old 'Queen's apartments' with the royal chapel. The gallery is haunted, it is said, by the shrieking ghost of Queen",100.41476440429688,Empty,1,2016-08-18T11:35:04Z,0,0,0,text/18890215-402-109493011.txt,Empty,Empty,"Earnest, Tudor Times"
320,366,4855,109494036,GOOD OLD GHOSTS. THE GHOSTLY SIGNAL AND THE PHANTOM PLOUGHMAN.,1889-08-23,3,402,Petersburg Times (SA : 1887 - 1919),Article,1288,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109494036,https://nla.gov.au/nla.news-page10570419,"Two capital ghost stories reach us from the other aide of the Atlantic. The first is Canadian, the second comes from Pennsylvania. the GENESIS of THE GHOST.",46.76611328125,Empty,2,2016-12-13T09:39:42Z,0,0,0,text/18890823-402-109494036.txt,Empty,Empty,"Pennsylvania, Ottawa"
321,367,4866,109494689,TALE: THE GHOST DEAD-BELL.,1889-12-20,2,402,Petersburg Times (SA : 1887 - 1919),Article,3653,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109494689,https://nla.gov.au/nla.news-page10570487,It is mow many years since I was quartered with my regiment in Yienna. Among the acquaintances which I formed there was a young nobleman who was in the Imperial,171.1171417236328,Empty,11,2017-03-17T11:49:45Z,0,0,0,text/18891220-402-109494689.txt,Empty,Empty,"TALE, Syrian, Salzburg, Bohemia, Germany, St., Mondsoe, St., Friedrich, Hungarian, Aver, St, St. Gilgen, Klaus"
322,368,4869,109513413,FATHER WILFRED'S GHOST.,1897-01-22,2,403,Renmark Pioneer (SA : 1892 - 1913),Article,1972,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109513413,https://nla.gov.au/nla.news-page11052101,Certainty the appeirance of Fellmoor Grange justified its reputation of being haunted. The approach was by a long winding drive through a,202.8329315185547,Empty,1,2015-01-04T14:29:51Z,0,0,0,text/18970122-403-109513413.txt,Empty,Empty,"Church, Toraple"
323,369,4872,109515534,AN AERIAL PHANTOM.,1899-09-15,4,403,Renmark Pioneer (SA : 1892 - 1913),Article,724,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109515534,https://nla.gov.au/nla.news-page11052957,"Amongst the strangest of all natural phenomena may be included that remarkable optical effect known as the mirage, or fata morgana. The",8.662635803222656,Empty,0,Empty,0,0,0,text/18990915-403-109515534.txt,Empty,Empty,"SOUTH, "
324,370,4888,109632436,A STRING OF GHOST STORIES.,1875-07-03,5,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",Article,2113,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109632436,https://nla.gov.au/nla.news-page10123417,"A belief in the ghost of vulgor superstition is as much exploded in England now as the opinions advanced by Fing James [?]."" Yet the lea [?]that such things might",170.87387084960938,Empty,0,Empty,0,0,0,text/18750703-383-109632436.txt,Empty,Empty,"L, AERIAL, LORD BROUGHAM, MADAME, CALVINISM, PHILLIP, NORTHUMBERLAND, ESSEX, WEST COUNTRY, , WAPPING, WAPPING, WEST COUITRY, 'AND, TYBURN, AMERICA, WEST YORK, CAPTAIN, WYNWARD, ENGLISH, PLUTARCH, WATERLOO, NORTH AMERICA"
325,371,4890,109632796,THE BERESFORD APPARITION.,1877-01-13,5,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",Article,921,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109632796,https://nla.gov.au/nla.news-page10123883,"""One night (Lady Beresford, wife of Sir Tristram, is the speaker), when Sir Tristram and I were in bed, I awoke suddenly from a sound sleep, and found to my horror Lord",49.66062927246094,Empty,0,Empty,1,0,0,text/18770113-383-109632796.txt,Empty,Empty,None
326,372,4896,109645418,A GHOSTLY VISITANT.,1898-04-02,1 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,1432,Y,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article109645418,https://nla.gov.au/nla.news-page11911653,"I was a medical student in London, attecding the lectures at dear old Bart's, and looking",6.29246997833252,Empty,0,Empty,0,0,0,text/18980402-508-109645418.txt,Empty,Empty,"LONDON, PRACTICE, HUNTINGDONSHIRE, FRENCH, GREEK, , GERMANY, BIR"
327,373,4951,109772232,LITERARY A RAILWAY GHOST.,1885-10-03,4,416,"Southern Argus (Goulburn, NSW : 1881 - 1885)",Article,1736,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109772232,https://nla.gov.au/nla.news-page10530550,"As there is a ghost in this story, according to all established rules it ought to commence with 'once upon a time,' but as I am some-what of an inconoclast, not even such a",186.2886505126953,Empty,0,Empty,0,0,0,text/18851003-416-109772232.txt,Empty,Empty,"Cornwall, Ashbourne, grew^p.urid, Ashbourne, my-mouth, Directors, George-'Washington, Melbourne"
328,374,4977,109874230,A GHOST'S GARMENT IS A SHROUD OF MYSTERY.,1884-01-14,8,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,497,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109874230,https://nla.gov.au/nla.news-page11781975,"As Dr. Dwight was travelling through New Jersey he chanced to stop at a stage hotel, in one of its populous towns, for the night. At a late hour of the same arrived also at the inn Mr. Dennie, who had the",138.5393829345703,Empty,0,Empty,0,0,0,text/18840114-508-109874230.txt,Empty,Empty,"NEW, SOMNUS, -AND, WASHINGTON, FRANKLIN, KITTENHOUSE, DENNIE, PORTFOLIO, UNITED STATES, , AMERICA, MB"
329,375,4984,109877660,A HOTEL GHOST.,1895-08-24,4 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,416,N,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article109877660,https://nla.gov.au/nla.news-page11921917,"Apropos of a report that the Brevoort House was to be closed, which was denied, however, there is a story that Lady Dunraven has been known to tell about the",203.3526306152344,Empty,1,2015-01-17T03:48:01Z,0,0,0,text/18950824-508-109877660.txt,Empty,Empty,"MICHIGAN, , WASHINGTON SQUARE, ENGLAND"
330,376,5044,109912689,A GHOST ON A BIKE.,1896-03-27,7,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,639,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article109912689,https://nla.gov.au/nla.news-page11923525,"SCORCHING ON A PHANTOM WHEEL. A ghost mounted on a bicycle is the latest arrival at Woodsburg, Long Island. It made its appearance several weeks ago, mounted on a",170.79562377929688,Empty,0,Empty,0,0,0,text/18960327-508-109912689.txt,Empty,Empty,"LONG ISLAND, WOODSBURG, , PARIS, LEMAIRE, SCHURCAN, , , PARIS"
331,377,5046,109913272,A GHOSTLY MYSTERY.,1896-01-04,1 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,1781,Y,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article109913272,https://nla.gov.au/nla.news-page11922908,THE young squatter who joined in the rush,11.412775039672852,Empty,0,Empty,2,0,0,text/18960104-508-109913272.txt,Empty,Empty,"NEW SOUTH, , COLLINS-, HAPPY, ENGLISH, HEAVEN, SED, J"
332,378,5061,109921379,UNDERGROUND GHOSTS. A COAL MINE STORY.,1896-02-15,3 S,508,"Evening News (Sydney, NSW : 1869 - 1931)",Article,870,Y,Empty,EVENING NEWS SUPPLEMENT.,Empty,https://nla.gov.au/nla.news-article109921379,https://nla.gov.au/nla.news-page11923224,THE public have heard a good deal of the hardships of a collier's life first and last; but,7.749123573303223,Empty,0,Empty,0,0,0,text/18960215-508-109921379.txt,Empty,Empty,"Welshmen, Welsh, V, Wales, Carnarvonshire, Js"
333,379,5145,110099118,A WELSH RAILWAY GHOST.,1865-03-29,5,406,"The Wallaroo Times and Mining Journal (Port Wallaroo, SA : 1865 - 1881)",Article,338,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110099118,https://nla.gov.au/nla.news-page10415760,"As a people, the Welsh are much given to superstition, and many are yet pointed out said to be endowed with the power of prophecy, or ""second sight."" One instance, which",185.454833984375,Empty,0,Empty,0,0,0,text/18650329-406-110099118.txt,Empty,Empty,"Whitland, South Wales"
334,380,5153,110101318,A GHOST STORY EXPLAINED.,1865-12-16,3,406,"The Wallaroo Times and Mining Journal (Port Wallaroo, SA : 1865 - 1881)",Article,951,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110101318,https://nla.gov.au/nla.news-page10416221,"A few days ago, a woman, in what is called a respectable position of life, and inhabiting a detached house in the tipper part of the Faubourg St Martin, presented herself, in a state",185.412338256836,Empty,0,Empty,0,0,0,text/18651216-406-110101318.txt,Empty,Empty,"ST THOMAS, PORTLAND-STREET, EUROPE, ASIA, AUSTRALIA, UNITED STATES, BRITISH NORTH AMERICA, , IRELAND, BRITISH COLUMBIA, NORTHERN ASIA, RUSSIA, AMERICA, ASIA, NORTON SOUND, AMERICA, ISLAND, AMOOR, LONDPN, SOUTH, FRANCE, ITALY, SWEDEN, NORWAY, DENMARK"
335,381,5188,110237375,ORIGINAL SKETCH. THE GHOST OF ILLAROO. A STORY OF '65.,1894-01-19,2,402,Petersburg Times (SA : 1887 - 1919),Article,1834,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110237375,https://nla.gov.au/nla.news-page10571466,"I decided to go down to see my old schoolfellow, Harry Spooner, who lived on his station (Jerriwangle) situated under the shadow of a range of mountains of that name,",122.71194458007812,Empty,4,2019-06-26T06:24:34Z,0,0,0,text/18940119-402-110237375.txt,Empty,Empty,"Sketch, Jerriwangle, Illaroo, Sydney, Sydney, South America, Sydney, America, Illaroo, Spooner, Spooner, Jericho, Illaroo, Jerriwangle"
336,382,5203,110240300,SHORT STORY. THE CROSS-ROADS GHOST.,1894-10-26,3,402,Petersburg Times (SA : 1887 - 1919),Article,3287,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110240300,https://nla.gov.au/nla.news-page10571627,"Many superstitions still linger in certain parts of Georgia among the ampler, less enlightened class of people, but it was far worse before the war. Then the country was",159.32188415527344,Empty,6,2019-12-03T12:15:07Z,3,0,0,text/18941026-402-110240300.txt,Empty,Empty,"Georgia, South, Clem, Clem, Clementine"
337,383,5204,110240469,"ESSAYTST, FISHER'S GHOST AGAIN.",1894-11-16,2,402,Petersburg Times (SA : 1887 - 1919),Article,618,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110240469,https://nla.gov.au/nla.news-page10571638,"At Rockdale lately the hand of death fell on Mrs. Marry Hannan, the last actor in the world-famous story of Fisher's Ghost. Seventy years ago, this lady was then a",186.0406646728516,Empty,1,2019-12-11T11:32:11Z,0,0,0,text/18941116-402-110240469.txt,Empty,Empty,"ESSAYIST, FISHER, CAMPLETOWN, FISHER, , FISHER, CAMDEN, FISHER"
338,384,5211,110241087,SUBMARINE GHOSTS.,1895-01-18,2,402,Petersburg Times (SA : 1887 - 1919),Article,189,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110241087,https://nla.gov.au/nla.news-page10571673,"A diver who went down to work on the steamship Viscaya, which was in collision and sunk off Barnegat Light, had a gruesome experience. It was a difficult job, so",4.263900279998779,Empty,1,2020-01-13T08:58:24Z,0,0,0,text/18950118-402-110241087.txt,Empty,Empty,None
339,385,5215,110241873,SHORT STORY. A LIVE GHOST.,1895-04-19,3,402,Petersburg Times (SA : 1887 - 1919),Article,3072,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110241873,https://nla.gov.au/nla.news-page10571726,"'There he is!'—'There she is!'—'There they are!' These outcries were not fragments of a conjugation, but the exclamations of a joyous crowd which leaned over the sides",171.72633361816406,Empty,7,2020-02-14T01:28:23Z,0,0,0,text/18950419-402-110241873.txt,Empty,Empty,"CAMPANIA, ZANZIBAR, ZANZIBAR, , AFRICAN, , AUGUST, AFRICAN, AUGUST, LONDON, , BRUNSWICK, AFRICA, AUGUST, ZANZIBAR, AFRICA, AFRICA, SCOTLAND, SCOTLAND, PENELOPE, PARADISE"
340,386,5227,110243517,GHOSTLY BUT TRUE.,1895-12-06,2,402,Petersburg Times (SA : 1887 - 1919),Article,170,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article110243517,https://nla.gov.au/nla.news-page10571857,"Here is a story that comes from the Continent. A widow, whose husband had left her in comfortable circumstances, decided to remarry. Her husband had threatened to",15.470539093017578,Empty,1,2020-06-02T11:47:01Z,0,0,0,text/18951206-402-110243517.txt,Empty,Empty,None
